fight_id,fighter_id,corner,kd,sig_str_landed,sig_str_atmpted,total_str_landed,total_str_atmpted,td_landed,td_atmpted,sub_att,ctrl,head_landed,head_atmpted,body_landed,body_atmpted,leg_landed,leg_atmpted,dist_landed,dist_atmpted,clinch_landed,clinch_atmpted,ground_landed,ground_atmpted,total_fight_time,height,reach,stance,dob,weight,date,body_acc,clinch_acc,dist_acc,ground_acc,head_acc,leg_acc,sig_str_acc,td_acc,total_str_acc,landed_body_per,landed_clinch_per,landed_dist_per,landed_ground_per,landed_head_per,landed_leg_per,losses,wins,outcome,sub_avg,td_avg,splm,sapm,str_def,td_def,opponent_id
4b5f9b7c31d1205d,cd13728ae1151f46,r,1,389,964,439,1024,19,33,0,718,284,822,75,110,30,32,223,732,101,143,65,89,4638,185.4,190.5,Southpaw,1993-12-14,205.0,2021-09-18 00:00:00,68.18181818181817,70.62937062937063,30.46448087431694,73.03370786516854,34.54987834549878,93.75,40.35269709543569,57.57575757575758,42.87109375,0.1620953812147039,0.19827902716769624,0.5737066556982683,0.22801431713403542,0.7135976509750049,0.12430696781029113,6.0,4.0,r,0.0,3.6869340232858985,5.032341526520051,3.8033635187580854,47.122302158273385,78.26086956521739,cc7040fe76f0ef91
4b5f9b7c31d1205d,cc7040fe76f0ef91,b,2,389,679,937,1285,21,57,1,2713,212,473,124,145,53,61,168,417,131,160,90,102,6999,182.9,190.5,Orthodox,1990-04-12,205.0,2021-09-18 00:00:00,85.51724137931035,81.875,40.28776978417266,88.23529411764706,44.82029598308668,86.88524590163934,57.2901325478645,36.84210526315789,72.91828793774319,0.251207730894919,0.28530794317962904,0.5204383900811064,0.19425366673926456,0.5955189597343472,0.15327330937073377,5.0,6.0,NA,0.12858979854264896,2.7003857693956275,3.334762108872696,2.426060865837977,48.731884057971016,76.92307692307693,cd13728ae1151f46
ceaf7ed5ade30d9f,6551c64fbcd1a467,r,1,181,542,385,778,1,4,2,821,102,422,56,82,23,38,152,501,14,18,15,23,3928,167.6,170.2,Orthodox,1994-01-26,125.0,2021-09-18 00:00:00,68.29268292682927,77.77777777777779,30.33932135728543,65.21739130434783,24.170616113744074,60.526315789473685,33.39483394833948,25.0,49.48586118251928,0.3878491694359368,0.0585707238870391,0.8659411685144742,0.07548810759848675,0.5263295209081253,0.08582130965593786,4.0,2.0,r,0.4582484725050916,0.2291242362525458,2.764765784114053,4.246435845213849,48.80294659300184,42.857142857142854,297a2b35444c245b
ceaf7ed5ade30d9f,297a2b35444c245b,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.2,180.3,Orthodox,1989-07-30,125.0,2021-09-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,6551c64fbcd1a467
13a8ddb1c3f55ed4,eae48ff31db420c2,r,0,201,448,391,671,14,40,0,1269,125,344,43,67,33,37,145,370,23,32,33,46,3600,170.2,182.9,Orthodox,1996-10-11,155.0,2021-09-18 00:00:00,64.17910447761194,71.875,39.189189189189186,71.73913043478261,36.337209302325576,89.1891891891892,44.86607142857143,35.0,58.27123695976155,0.2888403086275427,0.20269464577975216,0.6365478138882394,0.16075754033200843,0.5699251812017769,0.1412345101706804,1.0,3.0,r,0.0,3.5,3.35,1.4333333333333333,62.28070175438597,78.94736842105263,de45aaae23dfa392
13a8ddb1c3f55ed4,de45aaae23dfa392,b,0,286,690,446,886,22,53,3,2019,195,568,70,98,21,24,198,532,38,60,50,98,5850,177.8,180.3,Orthodox,1990-01-23,155.0,2021-09-18 00:00:00,71.42857142857143,63.33333333333333,37.21804511278196,51.02040816326531,34.33098591549296,87.5,41.449275362318836,41.509433962264154,50.338600451467265,0.18828593811435265,0.10094367737809229,0.6826468754201697,0.21640944720173808,0.7434138614784565,0.06830020040719083,4.0,5.0,NA,0.46153846153846156,3.3846153846153846,2.9333333333333336,2.769230769230769,50.27624309392266,50.0,eae48ff31db420c2
576b795e33ddd62d,6e9f40c706f91f32,r,1,54,120,196,269,2,3,1,119,36,99,16,19,2,2,35,96,17,21,2,3,1349,177.8,182.9,Orthodox,1991-06-27,135.0,2021-09-18 00:00:00,84.21052631578947,80.95238095238095,36.45833333333333,66.66666666666666,36.36363636363637,100.0,45.0,66.66666666666666,72.86245353159852,0.3463203463203463,0.3787878787878788,0.5909090909090909,0.030303030303030304,0.6233766233766234,0.030303030303030304,0.0,2.0,r,0.6671608598962193,1.3343217197924386,2.40177909562639,4.625648628613789,45.26315789473684,88.23529411764706,601964f9654f911a
576b795e33ddd62d,601964f9654f911a,b,2,114,220,190,315,16,30,0,1119,77,177,15,18,22,25,49,123,27,37,38,60,2064,165.1,175.3,Orthodox,1991-09-28,135.0,2021-09-18 00:00:00,83.33333333333334,72.97297297297297,39.83739837398374,63.33333333333333,43.50282485875706,88.0,51.81818181818182,53.333333333333336,60.317460317460316,0.14686900401186115,0.31179138321995464,0.39307517878946446,0.29513343799058084,0.6320425606139891,0.22108843537414966,1.0,2.0,NA,0.0,6.976744186046512,3.313953488372093,3.7790697674418605,40.909090909090914,50.0,6e9f40c706f91f32
401f5f4714132d50,b9437600497350f3,r,3,115,316,132,334,1,6,0,185,58,220,49,88,8,8,94,287,12,16,9,13,1505,177.8,193.0,Southpaw,1994-04-27,185.0,2021-09-18 00:00:00,55.68181818181818,75.0,32.752613240418114,69.23076923076923,26.36363636363636,100.0,36.392405063291136,16.666666666666664,39.52095808383233,0.3899542234696605,0.0784332397754611,0.8636277064955894,0.05793905372894948,0.5481923282544774,0.061853448275862075,2.0,2.0,r,0.0,0.5980066445182725,4.584717607973422,5.461794019933555,51.590106007067135,100.0,61fb8098ccf81c7f
401f5f4714132d50,61fb8098ccf81c7f,b,0,74,109,117,154,1,1,0,330,49,80,16,19,9,10,64,96,0,0,10,13,1800,190.5,185.4,Orthodox,1989-07-01,185.0,2021-09-18 00:00:00,84.21052631578947,0.0,66.66666666666666,76.92307692307693,61.25000000000001,90.0,67.88990825688074,100.0,75.97402597402598,0.20842911877394638,0.0,0.8398467432950192,0.16015325670498085,0.6670498084291188,0.12452107279693486,2.0,0.0,NA,0.0,0.5,2.466666666666667,1.4000000000000001,47.5,34.78260869565217,b9437600497350f3
d06495deb1ff1750,18b602842a24f7c5,r,5,275,451,378,560,0,1,0,523,125,261,95,119,55,71,151,305,98,110,26,36,3533,193.0,208.3,Southpaw,1988-11-28,205.0,2021-09-18 00:00:00,79.83193277310924,89.0909090909091,49.50819672131148,72.22222222222221,47.89272030651341,77.46478873239437,60.97560975609756,0.0,67.5,0.3643955896965528,0.3174377054192464,0.5913943667354582,0.09116792784529541,0.37736470992891535,0.2582397003745318,5.0,2.0,NA,0.0,0.0,4.6702519105575995,3.447495046702519,41.15942028985507,39.285714285714285,6aae253467e8f9ce
d06495deb1ff1750,6aae253467e8f9ce,b,1,178,323,223,378,1,4,0,205,90,216,74,86,14,21,110,245,64,72,4,6,1800,182.9,195.6,Orthodox,1994-10-14,205.0,2021-09-18 00:00:00,86.04651162790698,88.88888888888889,44.89795918367347,66.66666666666666,41.66666666666667,66.66666666666666,55.10835913312694,25.0,58.994708994709,0.419683908045977,0.2978448275862069,0.6854885057471264,0.016666666666666666,0.464080459770115,0.11623563218390805,1.0,1.0,b,0.0,0.5,5.933333333333334,3.7,50.88495575221239,66.66666666666666,18b602842a24f7c5
2d42742aade53799,91dac5e69e28d5b5,r,0,469,951,534,1029,1,7,1,369,339,777,82,125,48,49,410,872,57,77,2,2,4931,170.2,167.6,Orthodox,1991-12-08,135.0,2021-09-18 00:00:00,65.60000000000001,74.02597402597402,47.018348623853214,100.0,43.62934362934363,97.95918367346938,49.31650893796004,14.285714285714285,51.89504373177842,0.20620277413545152,0.19984652396670577,0.7932913767798907,0.006862099253403601,0.69908346085104,0.09471376501350844,2.0,4.0,NA,0.18251875887243968,0.18251875887243968,5.7067531940782805,4.562968971810991,54.65538089480049,78.94736842105263,fc169c387b4b465d
2d42742aade53799,fc169c387b4b465d,b,0,679,1396,972,1733,14,49,9,2635,400,1050,194,247,85,99,383,1025,239,299,57,72,11253,170.2,170.2,Orthodox,1988-09-05,135.0,2021-09-18 00:00:00,78.54251012145748,79.93311036789298,37.36585365853659,79.16666666666666,38.095238095238095,85.85858585858585,48.63896848137536,28.57142857142857,56.087709174841315,0.30311049197115036,0.41148916558158166,0.5090493653472763,0.079461469071142,0.5635238680546251,0.13336563997422457,5.0,8.0,b,0.7198080511863503,1.119701412956545,3.6203679018928283,3.199146894161557,63.369963369963365,65.9090909090909,91dac5e69e28d5b5
85e5498808346d6b,a13d755965a4ec9f,r,0,42,105,49,114,3,4,0,164,40,101,2,4,0,0,40,100,0,0,2,5,900,175.3,177.8,Orthodox,2000-03-07,155.0,2021-09-18 00:00:00,50.0,0.0,40.0,40.0,39.603960396039604,0.0,40.0,75.0,42.98245614035088,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,0.9523809523809523,0.0,1.0,0.0,r,0.0,3.0,2.8000000000000003,6.4,45.45454545454545,100.0,6a8928652fc01bee
85e5498808346d6b,6a8928652fc01bee,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.9,180.3,Switch,1991-09-30,155.0,2021-09-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,a13d755965a4ec9f
dc870fab1e0f15e1,cc1a8b4b38b92c6d,r,4,232,390,422,607,18,24,1,1342,164,313,49,55,19,22,119,246,79,102,34,42,3818,177.8,190.5,Southpaw,1992-04-24,135.0,2021-09-18 00:00:00,89.0909090909091,77.45098039215686,48.3739837398374,80.95238095238095,52.39616613418531,86.36363636363636,59.48717948717949,75.0,69.52224052718286,0.20987522893772895,0.2697447344322344,0.5233050976800977,0.20695016788766787,0.6859302503052502,0.10419452075702075,2.0,4.0,r,0.23572551073860662,4.243059193294918,3.645887899423782,1.461498166579361,52.79187817258884,65.3061224489796,0b362247806341e5
dc870fab1e0f15e1,0b362247806341e5,b,0,17,56,37,76,0,1,1,62,8,42,4,7,5,7,15,53,2,3,0,0,476,165.1,170.2,Orthodox,1996-04-30,135.0,2021-09-18 00:00:00,57.14285714285714,66.66666666666666,28.30188679245283,0.0,19.047619047619047,71.42857142857143,30.357142857142854,0.0,48.68421052631579,0.23529411764705882,0.11764705882352941,0.8823529411764706,0.0,0.47058823529411764,0.29411764705882354,1.0,0.0,NA,1.8907563025210083,0.0,2.142857142857143,4.663865546218488,39.34426229508197,50.0,cc1a8b4b38b92c6d
0ce63c2148e70b4c,669970f7feba8ecd,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.6,167.6,Orthodox,1999-05-04,125.0,2021-09-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r,0.0,0.0,0.0,0.0,0.0,0.0,49b130de1da2e1bf
0ce63c2148e70b4c,49b130de1da2e1bf,b,0,12,30,26,44,2,11,0,208,3,15,3,6,6,9,12,30,0,0,0,0,861,162.6,160.0,Southpaw,1991-06-01,125.0,2021-09-18 00:00:00,50.0,0.0,40.0,0.0,20.0,66.66666666666666,40.0,18.181818181818183,59.09090909090909,0.25,0.0,1.0,0.0,0.25,0.5,1.0,0.0,NA,0.0,2.090592334494773,0.8362369337979094,5.29616724738676,28.30188679245283,0.0,669970f7feba8ecd
06b3226c34c17001,257b0c8d6f199895,r,0,126,306,138,325,2,7,1,189,96,254,17,37,13,15,120,295,6,11,0,0,1649,180.3,190.5,Orthodox,1994-01-17,170.0,2021-09-18 00:00:00,45.94594594594595,54.54545454545454,40.67796610169492,0.0,37.79527559055118,86.66666666666667,41.17647058823529,28.57142857142857,42.46153846153846,0.10658263305322128,0.08868778280542987,0.9113122171945701,0.0,0.7510989010989011,0.14231846584787763,1.0,2.0,NA,0.545785324439054,1.091570648878108,4.584596725288054,4.111582777440874,61.16838487972509,50.0,a53d30163304aa6e
06b3226c34c17001,a53d30163304aa6e,b,0,5,13,6,16,0,3,1,52,3,9,1,3,1,1,5,13,0,0,0,0,172,182.9,193.0,Orthodox,1987-07-09,170.0,2021-09-18 00:00:00,33.33333333333333,0.0,38.46153846153847,0.0,33.33333333333333,100.0,38.46153846153847,0.0,37.5,0.2,0.0,1.0,0.0,0.6,0.2,0.0,1.0,b,5.232558139534884,0.0,1.744186046511628,0.3488372093023256,90.0,100.0,257b0c8d6f199895
178756c3cb23b884,93b62c5f2ba18e51,r,0,63,151,105,204,2,4,1,68,36,119,19,22,8,10,48,121,9,21,6,9,1690,165.1,170.2,Orthodox,1989-06-27,135.0,2021-09-18 00:00:00,86.36363636363636,42.857142857142854,39.66942148760331,66.66666666666666,30.252100840336134,80.0,41.72185430463576,50.0,51.470588235294116,0.30689600254817645,0.15934065934065933,0.7637362637362637,0.07692307692307693,0.5398948877209747,0.15320910973084886,2.0,1.0,NA,0.5325443786982249,1.0650887573964498,2.2366863905325443,4.650887573964497,51.66051660516605,27.77777777777778,1897b7b913736a7c
178756c3cb23b884,1897b7b913736a7c,b,0,129,391,181,464,7,20,0,371,88,336,23,34,18,21,126,388,0,0,3,3,2700,165.1,167.6,Orthodox,1991-12-14,135.0,2021-09-18 00:00:00,67.64705882352942,0.0,32.47422680412371,100.0,26.190476190476193,85.71428571428571,32.992327365728904,35.0,39.008620689655174,0.16698358858395865,0.0,0.9722222222222222,0.027777777777777776,0.7039692328776509,0.1290471785383904,1.0,2.0,NA,0.0,2.3333333333333335,2.8666666666666667,5.822222222222222,57.80998389694042,100.0,93b62c5f2ba18e51
eb10feae98ea7d36,b3d21b2610dcfaeb,r,0,74,239,155,347,2,4,1,533,47,206,12,18,15,15,55,213,6,8,13,18,1636,165.1,160.0,Orthodox,1991-05-24,125.0,2021-09-18 00:00:00,66.66666666666666,75.0,25.821596244131456,72.22222222222221,22.815533980582526,100.0,30.962343096234306,50.0,44.668587896253605,0.1196765498652291,0.10913447139862234,0.7985624438454627,0.09230308475591495,0.6277029050613956,0.2526205450733753,3.0,2.0,NA,0.5501222493887531,1.1002444987775062,2.7139364303178484,3.0806845965770173,54.347826086956516,70.0,26e3f3928b1891d9
eb10feae98ea7d36,26e3f3928b1891d9,b,0,147,348,165,368,2,6,0,410,76,239,45,66,26,43,101,285,30,44,16,19,1800,162.6,154.9,Orthodox,1992-05-18,125.0,2021-09-18 00:00:00,68.18181818181817,68.18181818181817,35.43859649122807,84.21052631578947,31.799163179916317,60.46511627906976,42.241379310344826,33.33333333333333,44.83695652173913,0.3176877470355731,0.20691699604743083,0.7061264822134388,0.08695652173913043,0.48616600790513836,0.19614624505928852,2.0,0.0,b,0.0,1.0,4.9,5.933333333333334,49.717514124293785,0.0,b3d21b2610dcfaeb
14f2bb86fd888e91,b1a3e0aca758b322,r,5,527,1126,1015,1704,29,93,4,3422,368,896,76,115,83,115,325,805,89,133,113,188,8905,185.4,195.6,Southpaw,1984-01-04,185.0,2021-09-04 00:00:00,66.08695652173913,66.9172932330827,40.37267080745342,60.1063829787234,41.07142857142857,72.17391304347827,46.802841918294845,31.182795698924732,59.56572769953051,0.101303672733646,0.1908533944080383,0.5697941430037058,0.23935246258825588,0.7595922217784183,0.13910410548793564,5.0,13.0,r,0.4042672655811342,2.930937675463223,3.5508141493542955,2.836608646827625,53.88828039430449,93.75,9ce6d5a03af801b7
14f2bb86fd888e91,9ce6d5a03af801b7,b,5,314,681,332,702,5,12,0,618,218,554,38,54,58,73,236,567,31,52,47,62,8301,182.9,188.0,Southpaw,1992-12-24,185.0,2021-09-04 00:00:00,70.37037037037037,59.61538461538461,41.622574955908284,75.80645161290323,39.35018050541516,79.45205479452055,46.1086637298091,41.66666666666667,47.293447293447294,0.10509537678447364,0.08229921587528824,0.6876277311427007,0.13007305298201105,0.637617537483888,0.1572870857316383,4.0,6.0,NA,0.0,0.5421033610408384,2.269606071557644,2.98518250813155,58.864541832669325,82.92682926829268,b1a3e0aca758b322
b977ffcc6428046f,399afbabc02376b5,r,1,63,95,68,100,2,2,1,169,44,75,7,8,12,12,37,59,13,20,13,16,509,195.6,198.1,Orthodox,1993-04-11,265.0,2021-09-04 00:00:00,87.5,65.0,62.71186440677966,81.25,58.666666666666664,100.0,66.3157894736842,100.0,68.0,0.08738738738738738,0.11711711711711713,0.5995495495495495,0.2833333333333333,0.7440315315315315,0.16858108108108108,0.0,3.0,r,1.768172888015717,3.536345776031434,7.426326129666012,3.0648330058939095,65.78947368421053,0.0,e2f6b2769aaedd6c
b977ffcc6428046f,e2f6b2769aaedd6c,b,0,245,485,465,733,12,19,1,1354,235,475,8,8,2,2,138,354,14,21,93,110,3816,190.5,198.1,Orthodox,1995-01-24,265.0,2021-09-04 00:00:00,100.0,66.66666666666666,38.983050847457626,84.54545454545455,49.473684210526315,100.0,50.51546391752577,63.1578947368421,63.43792633015006,0.03580250458632125,0.061946901703128165,0.6121325436517292,0.32592055464514263,0.7951834109066365,0.16901408450704225,2.0,4.0,NA,0.2358490566037736,2.8301886792452833,3.852201257861635,3.09748427672956,56.222222222222214,70.0,399afbabc02376b5
f09912e9d8eaa968,cdb96af67d096b1e,r,3,711,1660,856,1823,4,16,4,689,552,1441,90,133,69,86,599,1472,71,116,41,72,8453,180.3,182.9,Orthodox,1990-08-16,170.0,2021-09-04 00:00:00,67.66917293233082,61.206896551724135,40.692934782608695,56.94444444444444,38.30673143650243,80.23255813953489,42.83132530120482,25.0,46.95556774547449,0.11670460540010165,0.0606267815788711,0.8482607347511308,0.09111248366999805,0.7567875025694462,0.12650789203045218,5.0,8.0,r,0.4258843014314444,0.4258843014314444,5.046728971962617,3.6909972790725187,56.44891122278057,52.17391304347826,3bb2dc8e87b10a46
f09912e9d8eaa968,3bb2dc8e87b10a46,b,1,152,373,276,508,3,10,7,336,97,305,36,47,19,21,113,311,33,54,6,8,2817,182.9,190.5,Orthodox,1990-08-01,170.0,2021-09-04 00:00:00,76.59574468085107,61.111111111111114,36.33440514469453,75.0,31.80327868852459,90.47619047619048,40.75067024128686,30.0,54.330708661417326,0.2999169779991698,0.18386778746367788,0.772571606475716,0.043560606060606064,0.4735367372353674,0.22654628476546285,3.0,1.0,NA,2.236421725239617,0.9584664536741215,3.237486687965921,4.068157614483493,54.41527446300716,57.14285714285714,cdb96af67d096b1e
ad81be01a461c936,476fe566d2df676e,r,0,83,233,87,238,0,1,0,4,57,197,20,30,6,6,73,218,10,15,0,0,1321,190.5,193.0,Switch,1994-02-10,205.0,2021-09-04 00:00:00,66.66666666666666,66.66666666666666,33.48623853211009,0.0,28.934010152284262,100.0,35.622317596566525,0.0,36.554621848739494,0.24977193942711184,0.14687100893997446,0.8531289910600256,0.0,0.5518153621601898,0.19841269841269837,2.0,1.0,NA,0.0,0.0,3.7698713096139285,4.360333080999243,50.0,100.0,749f572d1d3161fb
ad81be01a461c936,749f572d1d3161fb,b,8,233,607,307,691,0,0,1,83,139,473,45,71,49,63,196,551,17,24,20,32,4563,185.4,193.0,Southpaw,1990-02-26,205.0,2021-09-04 00:00:00,63.38028169014085,70.83333333333334,35.57168784029038,62.5,29.38689217758985,77.77777777777779,38.38550247116969,0.0,44.42836468885673,0.1690710675701634,0.18514652014652017,0.6202663791904298,0.19458710066305002,0.7377727215521067,0.09315621087772988,6.0,4.0,b,0.19723865877712032,0.0,3.063773833004602,3.6291913214990137,49.357798165137616,50.0,476fe566d2df676e
8fc238e84c4624a7,7826923b47f8d72a,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,185.4,Orthodox,1995-01-03,155.0,2021-09-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r,0.0,0.0,0.0,0.0,0.0,0.0,2f1a257d6777096d
8fc238e84c4624a7,2f1a257d6777096d,b,1,51,135,71,161,1,12,1,352,31,105,14,20,6,10,41,118,3,3,7,14,1352,172.7,185.4,Orthodox,1996-01-16,155.0,2021-09-04 00:00:00,70.0,100.0,34.74576271186441,50.0,29.523809523809526,60.0,37.77777777777778,8.333333333333332,44.099378881987576,0.30015082956259426,0.029411764705882356,0.8702865761689291,0.10030165912518856,0.5516591251885369,0.14819004524886878,2.0,1.0,NA,0.665680473372781,0.665680473372781,2.2633136094674553,2.4852071005917162,65.6441717791411,0.0,7826923b47f8d72a
06c0c7dda5a5909d,51018a31ddf31eb2,r,0,423,834,493,907,9,31,4,444,285,664,65,84,73,86,333,697,40,61,50,76,4925,162.6,157.5,Orthodox,1990-05-04,125.0,2021-09-04 00:00:00,77.38095238095238,65.57377049180327,47.77618364418939,65.78947368421053,42.92168674698795,84.88372093023256,50.719424460431654,29.03225806451613,54.35501653803748,0.16290930383282132,0.10357449898137876,0.8065714973719894,0.08985400364663176,0.6849125327668252,0.15217816340035348,3.0,3.0,r,0.7309644670050761,1.6446700507614214,5.153299492385787,4.276142131979695,65.17857142857143,28.57142857142857,a20f234df70f2182
06c0c7dda5a5909d,a20f234df70f2182,b,1,382,1113,479,1224,0,1,0,374,291,986,57,84,34,43,336,1036,45,69,1,8,5099,170.2,182.9,Orthodox,1989-10-18,125.0,2021-09-04 00:00:00,67.85714285714286,65.21739130434783,32.432432432432435,12.5,29.513184584178497,79.06976744186046,34.32165318957772,0.0,39.13398692810458,0.1475396592842201,0.12541475390488285,0.8725019127617838,0.0020833333333333333,0.7425005494102996,0.10995979130548027,3.0,3.0,NA,0.0,0.0,4.494999019415571,4.942145518729163,57.66129032258065,42.857142857142854,51018a31ddf31eb2
4fc128b1bdf088b1,b8a85389d115e35a,r,0,111,194,180,282,13,28,2,1034,76,150,11,12,24,32,60,115,15,20,36,59,2120,172.7,180.3,Orthodox,1995-02-06,135.0,2021-09-04 00:00:00,91.66666666666666,75.0,52.17391304347826,61.016949152542374,50.66666666666667,75.0,57.21649484536082,46.42857142857143,63.829787234042556,0.10900105502804154,0.14626020323171748,0.5188655672163919,0.3348742295518907,0.6797434616025321,0.21125548336942637,0.0,3.0,r,0.8490566037735849,5.518867924528302,3.1415094339622645,1.6132075471698113,56.48854961832062,100.0,1a54231796e24a3f
4fc128b1bdf088b1,1a54231796e24a3f,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8,180.3,Orthodox,1990-01-20,135.0,2021-09-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,b8a85389d115e35a
3f76035e52e8819b,902ec2cc48c8ae8a,r,1,301,653,385,746,6,10,4,466,173,474,88,132,40,47,229,547,57,86,15,20,3806,185.4,188.0,Southpaw,1989-07-31,,2021-09-04 00:00:00,66.66666666666666,66.27906976744185,41.86471663619744,75.0,36.49789029535865,85.1063829787234,46.094946401225116,60.0,51.60857908847185,0.29386907980946825,0.1324679565490162,0.824989944644248,0.04254209880673581,0.5154686032625132,0.19066231692801858,5.0,3.0,r,0.9458749343142405,1.418812401471361,4.745139253809773,5.5333683657383075,52.503382949932345,58.333333333333336,f1d64ae34e088832
3f76035e52e8819b,f1d64ae34e088832,b,5,331,734,391,802,0,1,3,383,160,478,83,152,88,104,274,635,19,27,38,72,4143,175.3,175.3,Switch,1995-11-27,,2021-09-04 00:00:00,54.60526315789473,70.37037037037037,43.1496062992126,52.77777777777778,33.47280334728033,84.61538461538461,45.095367847411445,0.0,48.753117206982544,0.25624837464726385,0.04255145797598628,0.8479191335140819,0.10952940850993194,0.4481955818071156,0.2955560435456205,3.0,2.0,NA,0.6517016654598117,0.0,4.793627805937726,4.112961622013034,61.46540027137042,47.368421052631575,902ec2cc48c8ae8a
a7c38d4d66abf923,ce632027bf2a871b,r,1,67,134,138,211,5,10,0,891,43,100,23,32,1,2,17,74,8,11,42,49,2171,172.7,193.0,Orthodox,1987-07-31,185.0,2021-09-04 00:00:00,71.875,72.72727272727273,22.972972972972975,85.71428571428571,43.0,50.0,50.0,50.0,65.40284360189574,0.3427921455938698,0.13386015325670497,0.40816570881226055,0.4579741379310345,0.6467911877394635,0.010416666666666666,1.0,2.0,NA,0.0,2.0727775218793183,1.8516812528788575,2.2662367572547213,43.83561643835616,75.0,8e9eb3fc86db0f7d
a7c38d4d66abf923,8e9eb3fc86db0f7d,b,2,374,779,459,881,2,8,0,612,282,662,45,59,47,58,222,575,90,120,62,84,4186,185.4,188.0,Orthodox,1990-02-18,185.0,2021-09-04 00:00:00,76.27118644067797,75.0,38.608695652173914,73.80952380952381,42.59818731117825,81.03448275862068,48.010269576379976,25.0,52.09988649262202,0.14884488508583843,0.2830321738685454,0.6036443268690099,0.1133234992624447,0.6815907610868703,0.16956435382729118,4.0,1.0,b,0.0,0.43000477783086477,5.360726230291448,4.787386526516961,55.76158940397351,72.41379310344827,ce632027bf2a871b
5cd1869013741767,64a50dad704d1d49,r,14,1192,2680,1250,2749,8,18,2,1037,524,1746,339,513,329,421,1102,2547,37,50,53,83,17186,180.3,190.5,Orthodox,1986-01-21,145.0,2021-08-28 00:00:00,66.08187134502924,74.0,43.26658814291323,63.85542168674698,30.011454753722795,78.14726840855107,44.47761194029851,44.44444444444444,45.471080392870135,0.29508357209359454,0.03528663857953731,0.9224980477133033,0.04221531370715939,0.4173545620496561,0.2875618658567494,9.0,16.0,NA,0.10473641335971139,0.41894565343884554,4.161526824159199,4.151053182823229,59.763113367174284,78.4090909090909,9560ff14eb3129f7
5cd1869013741767,9560ff14eb3129f7,b,4,243,567,261,590,2,5,0,140,143,423,59,89,41,55,200,496,2,7,41,64,3894,182.9,188.0,Orthodox,1988-08-25,145.0,2021-08-28 00:00:00,66.29213483146067,28.57142857142857,40.32258064516129,64.0625,33.80614657210402,74.54545454545455,42.857142857142854,40.0,44.237288135593225,0.23296055084527026,0.00546448087431694,0.7530399463688681,0.2414955727568149,0.6298423351215794,0.13719711403315035,0.0,6.0,b,0.0,0.4622496147919877,3.7442218798151,2.4961479198767336,64.62882096069869,75.0,64a50dad704d1d49
5086f9fb4fdc2f60,f626118b6da0e020,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.4,195.6,Orthodox,1994-09-21,185.0,2021-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r,0.0,0.0,0.0,0.0,0.0,0.0,b12fb759e02378de
5086f9fb4fdc2f60,b12fb759e02378de,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5,190.5,Orthodox,1996-04-05,185.0,2021-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,f626118b6da0e020
ed64e42263bf50bf,cd3d7e37ff2d679c,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.3,180.3,Orthodox,1993-06-05,135.0,2021-08-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r,0.0,0.0,0.0,0.0,0.0,0.0,7af33fc4435017f1
